interaction_id,customer_id,product_id,product_name,product_category,interaction_type,interaction_date
INT_0153851,CUST_02060,PROD_0256,Camping Tent,Sports & Outdoors,view,2026-06-04
INT_0153852,CUST_02060,PROD_0110,Samsung Galaxy Tab A8,Phones & Tablets,view,2026-06-04
INT_0153853,CUST_02060,PROD_0209,Makeup Kit,Beauty & Personal Care,view,2026-06-04
INT_0153854,CUST_02060,PROD_0128,Air Conditioner (1.5HP),Electronics,view,2026-06-05
INT_0153855,CUST_02060,PROD_0195,Kitchen Knife Set,Home & Kitchen,view,2026-06-08
INT_0153856,CUST_02060,PROD_0003,Cotton Polo Shirt,Fashion & Apparel,view,2026-06-09
INT_0153857,CUST_02060,PROD_0176,Curtain Set,Home & Kitchen,wishlist,2026-06-11
INT_0153858,CUST_02060,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2026-06-13
INT_0153859,CUST_02060,PROD_0032,Men's Formal Suit,Fashion & Apparel,view,2026-06-14
INT_0153860,CUST_02060,PROD_0295,Canned Tuna,Groceries & Food,view,2026-06-14
INT_0153861,CUST_02060,PROD_0132,Electric Iron,Electronics,view,2026-06-15
INT_0153862,CUST_02060,PROD_0110,Samsung Galaxy Tab A8,Phones & Tablets,view,2026-06-16
INT_0153863,CUST_02060,PROD_0267,Cycling Helmet,Sports & Outdoors,view,2026-06-16
INT_0153864,CUST_02060,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,cart_add,2026-06-19
INT_0153865,CUST_02060,PROD_0075,Redmi Note 12,Phones & Tablets,view,2026-06-20
INT_0153866,CUST_02060,PROD_0269,Yoga Mat,Sports & Outdoors,view,2026-06-21
INT_0153867,CUST_02060,PROD_0127,Microwave Oven,Electronics,view,2026-06-21
INT_0153868,CUST_02060,PROD_0007,Kente Print Shirt,Fashion & Apparel,view,2026-06-22
INT_0153869,CUST_02060,PROD_0067,iPhone 13,Phones & Tablets,cart_add,2026-06-23
INT_0153870,CUST_02060,PROD_0232,Bathroom Weighing Scale,Health & Wellness,view,2026-06-23
INT_0153871,CUST_02060,PROD_0296,Garri (2kg),Groceries & Food,view,2026-06-24
INT_0153872,CUST_02060,PROD_0203,Braided Hair Extension,Beauty & Personal Care,view,2026-06-25
INT_0153873,CUST_02060,PROD_0072,Phone Screen Protector,Phones & Tablets,view,2026-06-27
INT_0153874,CUST_02060,PROD_0233,Multivitamin Tablets,Health & Wellness,cart_add,2026-06-27
INT_0153875,CUST_02060,PROD_0089,Samsung Galaxy A14,Phones & Tablets,view,2026-06-28
INT_0153876,CUST_02060,PROD_0079,iPhone 13,Phones & Tablets,view,2026-06-28
INT_0153877,CUST_02060,PROD_0092,Huawei MatePad,Phones & Tablets,wishlist,2026-06-28
INT_0153878,CUST_02060,PROD_0090,Itel Vision 3,Phones & Tablets,view,2026-06-29
INT_0153879,CUST_02060,PROD_0025,Ladies Handbag,Fashion & Apparel,view,2026-06-30
INT_0153880,CUST_02060,PROD_0069,Phone Charger (Type-C),Phones & Tablets,view,2026-07-03
INT_0153881,CUST_02060,PROD_0145,Home Theater System,Electronics,view,2026-07-03
INT_0153882,CUST_02060,PROD_0206,Braided Hair Extension,Beauty & Personal Care,wishlist,2026-07-04
INT_0153883,CUST_02060,PROD_0140,Electric Iron,Electronics,view,2026-07-06
INT_0153884,CUST_02060,PROD_0028,Men's Casual Blazer,Fashion & Apparel,view,2026-07-07
INT_0153885,CUST_02060,PROD_0265,Cycling Helmet,Sports & Outdoors,view,2026-07-07
INT_0153886,CUST_02060,PROD_0232,Bathroom Weighing Scale,Health & Wellness,view,2026-07-08
INT_0153887,CUST_02060,PROD_0203,Braided Hair Extension,Beauty & Personal Care,wishlist,2026-07-08
INT_0153888,CUST_02060,PROD_0180,Bedsheet Set (Queen),Home & Kitchen,cart_add,2026-07-10
INT_0153889,CUST_02060,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,wishlist,2026-07-11
INT_0153890,CUST_02060,PROD_0234,Multivitamin Tablets,Health & Wellness,view,2026-07-12
INT_0153891,CUST_02060,PROD_0296,Garri (2kg),Groceries & Food,view,2026-07-13
INT_0153892,CUST_02060,PROD_0094,Power Bank 20000mAh,Phones & Tablets,view,2026-07-14
INT_0153893,CUST_02060,PROD_0006,Men's Casual Blazer,Fashion & Apparel,cart_add,2026-07-21
INT_0153894,CUST_02060,PROD_0046,Ladies Kaftan Gown,Fashion & Apparel,view,2026-07-22
INT_0153895,CUST_02060,PROD_0005,Men's Casual Blazer,Fashion & Apparel,view,2026-07-23
INT_0153896,CUST_02060,PROD_0036,Leather Sandals,Fashion & Apparel,view,2026-07-23
INT_0153897,CUST_02060,PROD_0235,Bathroom Weighing Scale,Health & Wellness,view,2026-07-24
INT_0153898,CUST_02060,PROD_0256,Camping Tent,Sports & Outdoors,view,2026-07-28
INT_0153899,CUST_02060,PROD_0165,Microwave Oven,Electronics,view,2026-07-29
INT_0153900,CUST_02060,PROD_0171,Sofa Set,Home & Kitchen,cart_add,2026-08-01
INT_0153901,CUST_02060,PROD_0290,Exercise Books Pack,Books & Stationery,view,2026-08-02
INT_0153902,CUST_02060,PROD_0192,Dining Table Set,Home & Kitchen,view,2026-08-04
INT_0153903,CUST_02060,PROD_0223,Makeup Kit,Beauty & Personal Care,wishlist,2026-08-06
INT_0153904,CUST_02060,PROD_0280,Baby Diapers Pack,Baby & Kids,wishlist,2026-08-07
INT_0153905,CUST_02060,PROD_0204,Beard Grooming Kit,Beauty & Personal Care,view,2026-08-07
INT_0153906,CUST_02060,PROD_0174,Bedsheet Set (Queen),Home & Kitchen,view,2026-08-07
INT_0153907,CUST_02060,PROD_0008,Kente Print Shirt,Fashion & Apparel,view,2026-08-11
INT_0153908,CUST_02060,PROD_0042,Wax Print Skirt,Fashion & Apparel,view,2026-08-11
INT_0153909,CUST_02060,PROD_0205,Deodorant Roll-on,Beauty & Personal Care,view,2026-08-11
INT_0153910,CUST_02060,PROD_0069,Phone Charger (Type-C),Phones & Tablets,cart_add,2026-08-11
INT_0153911,CUST_02060,PROD_0067,iPhone 13,Phones & Tablets,view,2026-08-11
INT_0153912,CUST_02060,PROD_0002,Ladies Kaftan Gown,Fashion & Apparel,cart_add,2026-08-12
INT_0153913,CUST_02060,PROD_0088,Universal Phone Case,Phones & Tablets,wishlist,2026-08-13
INT_0153914,CUST_02060,PROD_0079,iPhone 13,Phones & Tablets,view,2026-08-13
INT_0153915,CUST_02060,PROD_0288,Scientific Calculator,Books & Stationery,cart_add,2026-08-14
INT_0153916,CUST_02060,PROD_0013,Ankara Print Dress,Fashion & Apparel,view,2026-08-15
INT_0153917,CUST_02060,PROD_0006,Men's Casual Blazer,Fashion & Apparel,view,2026-08-17
INT_0153918,CUST_02060,PROD_0068,Redmi Note 12,Phones & Tablets,view,2026-08-18
INT_0153919,CUST_02060,PROD_0003,Cotton Polo Shirt,Fashion & Apparel,view,2026-08-19
INT_0153920,CUST_02060,PROD_0008,Kente Print Shirt,Fashion & Apparel,view,2026-08-20
INT_0153921,CUST_02060,PROD_0205,Deodorant Roll-on,Beauty & Personal Care,view,2026-08-21
INT_0153922,CUST_02060,PROD_0068,Redmi Note 12,Phones & Tablets,view,2026-08-23
INT_0153923,CUST_02060,PROD_0081,Phone Charger (Type-C),Phones & Tablets,view,2026-08-24
INT_0153924,CUST_02060,PROD_0215,Skin Toner,Beauty & Personal Care,view,2026-08-26
INT_0153925,CUST_02060,PROD_0133,Bluetooth Speaker,Electronics,view,2026-08-26
INT_0153926,CUST_02060,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,view,2026-08-27
INT_0153927,CUST_02060,PROD_0065,Wax Print Skirt,Fashion & Apparel,view,2026-08-28
INT_0153928,CUST_02060,PROD_0159,Bluetooth Speaker,Electronics,view,2026-08-28
INT_0153929,CUST_02060,PROD_0169,Bedsheet Set (Queen),Home & Kitchen,view,2026-08-29
INT_0153930,CUST_02060,PROD_0009,Ladies Kaftan Gown,Fashion & Apparel,view,2026-08-29
INT_0153931,CUST_02060,PROD_0101,Phone Charger (Type-C),Phones & Tablets,view,2026-08-29
INT_0153932,CUST_02060,PROD_0136,Laptop (Core i5),Electronics,view,2026-08-29
INT_0153933,CUST_02060,PROD_0298,Sugar (2kg),Groceries & Food,view,2026-08-30
INT_0153934,CUST_02060,PROD_0047,Leather Sandals,Fashion & Apparel,view,2026-08-31
INT_0153935,CUST_02060,PROD_0239,Vitamin C Supplements,Health & Wellness,view,2026-09-02
INT_0153936,CUST_02061,PROD_0249,First Aid Kit,Health & Wellness,cart_add,2026-08-21
INT_0153937,CUST_02062,PROD_0190,Wall Clock,Home & Kitchen,cart_add,2025-12-16
INT_0153938,CUST_02062,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2025-12-25
INT_0153939,CUST_02062,PROD_0180,Bedsheet Set (Queen),Home & Kitchen,view,2025-12-28
INT_0153940,CUST_02062,PROD_0169,Bedsheet Set (Queen),Home & Kitchen,cart_add,2026-01-02
INT_0153941,CUST_02062,PROD_0002,Ladies Kaftan Gown,Fashion & Apparel,cart_add,2026-01-06
INT_0153942,CUST_02062,PROD_0004,Men's Slim Fit Jeans,Fashion & Apparel,view,2026-01-10
INT_0153943,CUST_02062,PROD_0002,Ladies Kaftan Gown,Fashion & Apparel,view,2026-01-16
INT_0153944,CUST_02062,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,cart_add,2026-01-17
INT_0153945,CUST_02062,PROD_0203,Braided Hair Extension,Beauty & Personal Care,view,2026-01-18
INT_0153946,CUST_02062,PROD_0240,Digital Thermometer,Health & Wellness,view,2026-01-19
INT_0153947,CUST_02062,PROD_0145,Home Theater System,Electronics,view,2026-01-21
INT_0153948,CUST_02062,PROD_0131,Air Conditioner (1.5HP),Electronics,view,2026-01-31
INT_0153949,CUST_02062,PROD_0165,Microwave Oven,Electronics,wishlist,2026-02-02
INT_0153950,CUST_02062,PROD_0294,A4 Printing Paper Ream,Books & Stationery,view,2026-02-03
INT_0153951,CUST_02062,PROD_0161,Microwave Oven,Electronics,view,2026-02-06
INT_0153952,CUST_02062,PROD_0064,Leather Sandals,Fashion & Apparel,view,2026-02-07
INT_0153953,CUST_02062,PROD_0178,Gas Cooker (4-Burner),Home & Kitchen,view,2026-02-11
INT_0153954,CUST_02062,PROD_0076,Phone Charger (Type-C),Phones & Tablets,view,2026-02-16
INT_0153955,CUST_02062,PROD_0144,Bluetooth Speaker,Electronics,view,2026-02-24
INT_0153956,CUST_02062,PROD_0085,Samsung Galaxy Tab A8,Phones & Tablets,view,2026-02-28
INT_0153957,CUST_02062,PROD_0130,Rechargeable Fan,Electronics,cart_add,2026-03-02
INT_0153958,CUST_02062,PROD_0009,Ladies Kaftan Gown,Fashion & Apparel,view,2026-03-05
INT_0153959,CUST_02062,PROD_0172,Curtain Set,Home & Kitchen,view,2026-03-06
INT_0153960,CUST_02062,PROD_0202,Deodorant Roll-on,Beauty & Personal Care,view,2026-03-12
INT_0153961,CUST_02062,PROD_0012,Children's T-Shirt Set,Fashion & Apparel,view,2026-03-21
INT_0153962,CUST_02062,PROD_0215,Skin Toner,Beauty & Personal Care,cart_add,2026-03-21
INT_0153963,CUST_02062,PROD_0011,Unisex Sneakers,Fashion & Apparel,cart_add,2026-03-23
INT_0153964,CUST_02062,PROD_0067,iPhone 13,Phones & Tablets,view,2026-03-24
INT_0153965,CUST_02062,PROD_0139,Digital Camera,Electronics,view,2026-03-25
INT_0153966,CUST_02062,PROD_0271,Kids' Bicycle,Baby & Kids,view,2026-03-29
INT_0153967,CUST_02062,PROD_0124,LED Bulb Pack,Electronics,view,2026-03-29
INT_0153968,CUST_02062,PROD_0253,Running Shoes,Sports & Outdoors,view,2026-03-30
INT_0153969,CUST_02062,PROD_0068,Redmi Note 12,Phones & Tablets,view,2026-03-30
INT_0153970,CUST_02062,PROD_0069,Phone Charger (Type-C),Phones & Tablets,view,2026-03-30
INT_0153971,CUST_02062,PROD_0202,Deodorant Roll-on,Beauty & Personal Care,view,2026-04-01
INT_0153972,CUST_02062,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2026-04-05
INT_0153973,CUST_02062,PROD_0288,Scientific Calculator,Books & Stationery,view,2026-04-08
INT_0153974,CUST_02062,PROD_0238,Digital Blood Pressure Monitor,Health & Wellness,view,2026-04-11
INT_0153975,CUST_02062,PROD_0075,Redmi Note 12,Phones & Tablets,view,2026-04-12
INT_0153976,CUST_02062,PROD_0205,Deodorant Roll-on,Beauty & Personal Care,view,2026-04-12
INT_0153977,CUST_02062,PROD_0162,Blender (4L),Electronics,view,2026-04-18
INT_0153978,CUST_02062,PROD_0164,43-inch LED TV,Electronics,view,2026-04-18
INT_0153979,CUST_02062,PROD_0215,Skin Toner,Beauty & Personal Care,view,2026-04-21
INT_0153980,CUST_02062,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,view,2026-04-24
INT_0153981,CUST_02062,PROD_0012,Children's T-Shirt Set,Fashion & Apparel,cart_add,2026-04-24
INT_0153982,CUST_02062,PROD_0128,Air Conditioner (1.5HP),Electronics,wishlist,2026-04-24
INT_0153983,CUST_02062,PROD_0212,Perfume (100ml),Beauty & Personal Care,view,2026-04-25
INT_0153984,CUST_02062,PROD_0033,Ankara Print Dress,Fashion & Apparel,view,2026-04-27
INT_0153985,CUST_02062,PROD_0195,Kitchen Knife Set,Home & Kitchen,view,2026-04-30
INT_0153986,CUST_02062,PROD_0058,Men's Slim Fit Jeans,Fashion & Apparel,view,2026-05-05
INT_0153987,CUST_02062,PROD_0009,Ladies Kaftan Gown,Fashion & Apparel,view,2026-05-05
INT_0153988,CUST_02062,PROD_0174,Bedsheet Set (Queen),Home & Kitchen,cart_add,2026-05-05
INT_0153989,CUST_02062,PROD_0009,Ladies Kaftan Gown,Fashion & Apparel,view,2026-05-08
INT_0153990,CUST_02062,PROD_0057,Ladies Handbag,Fashion & Apparel,view,2026-05-08
INT_0153991,CUST_02062,PROD_0048,Women's Maxi Dress,Fashion & Apparel,wishlist,2026-05-09
INT_0153992,CUST_02062,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2026-05-10
INT_0153993,CUST_02062,PROD_0271,Kids' Bicycle,Baby & Kids,view,2026-05-10
INT_0153994,CUST_02062,PROD_0003,Cotton Polo Shirt,Fashion & Apparel,view,2026-05-10
INT_0153995,CUST_02062,PROD_0078,Phone Screen Protector,Phones & Tablets,view,2026-05-14
INT_0153996,CUST_02062,PROD_0175,Kitchen Knife Set,Home & Kitchen,view,2026-05-14
INT_0153997,CUST_02062,PROD_0271,Kids' Bicycle,Baby & Kids,view,2026-05-14
INT_0153998,CUST_02062,PROD_0207,Skin Toner,Beauty & Personal Care,wishlist,2026-05-19
INT_0153999,CUST_02062,PROD_0233,Multivitamin Tablets,Health & Wellness,view,2026-05-19
INT_0154000,CUST_02062,PROD_0123,Electric Iron,Electronics,view,2026-05-20
INT_0154001,CUST_02062,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2026-05-22
INT_0154002,CUST_02062,PROD_0202,Deodorant Roll-on,Beauty & Personal Care,view,2026-05-24
INT_0154003,CUST_02062,PROD_0292,A4 Printing Paper Ream,Books & Stationery,view,2026-05-24
INT_0154004,CUST_02062,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2026-05-25
INT_0154005,CUST_02062,PROD_0299,Garri (2kg),Groceries & Food,view,2026-05-31
INT_0154006,CUST_02062,PROD_0075,Redmi Note 12,Phones & Tablets,view,2026-06-03
INT_0154007,CUST_02062,PROD_0032,Men's Formal Suit,Fashion & Apparel,view,2026-06-03
INT_0154008,CUST_02062,PROD_0002,Ladies Kaftan Gown,Fashion & Apparel,view,2026-06-03
INT_0154009,CUST_02062,PROD_0123,Electric Iron,Electronics,view,2026-06-05
INT_0154010,CUST_02062,PROD_0255,Water Bottle (1L),Sports & Outdoors,cart_add,2026-06-08
INT_0154011,CUST_02062,PROD_0076,Phone Charger (Type-C),Phones & Tablets,wishlist,2026-06-08
INT_0154012,CUST_02062,PROD_0171,Sofa Set,Home & Kitchen,view,2026-06-11
INT_0154013,CUST_02062,PROD_0069,Phone Charger (Type-C),Phones & Tablets,cart_add,2026-06-13
INT_0154014,CUST_02062,PROD_0203,Braided Hair Extension,Beauty & Personal Care,view,2026-06-14
INT_0154015,CUST_02062,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2026-06-16
INT_0154016,CUST_02062,PROD_0124,LED Bulb Pack,Electronics,view,2026-06-18
INT_0154017,CUST_02062,PROD_0298,Sugar (2kg),Groceries & Food,view,2026-06-18
INT_0154018,CUST_02062,PROD_0125,LED Bulb Pack,Electronics,view,2026-06-19
INT_0154019,CUST_02062,PROD_0145,Home Theater System,Electronics,view,2026-06-19
INT_0154020,CUST_02062,PROD_0077,Bluetooth Headset,Phones & Tablets,view,2026-06-19
INT_0154021,CUST_02062,PROD_0234,Multivitamin Tablets,Health & Wellness,view,2026-06-19
INT_0154022,CUST_02062,PROD_0053,Traditional Smock (Fugu),Fashion & Apparel,view,2026-06-20
INT_0154023,CUST_02062,PROD_0002,Ladies Kaftan Gown,Fashion & Apparel,view,2026-06-24
INT_0154024,CUST_02062,PROD_0072,Phone Screen Protector,Phones & Tablets,view,2026-06-24
INT_0154025,CUST_02062,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,view,2026-06-27
INT_0154026,CUST_02062,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2026-06-27
INT_0154027,CUST_02062,PROD_0276,Baby Bath Tub,Baby & Kids,view,2026-06-27
INT_0154028,CUST_02062,PROD_0018,Men's Formal Suit,Fashion & Apparel,view,2026-06-30
INT_0154029,CUST_02062,PROD_0006,Men's Casual Blazer,Fashion & Apparel,view,2026-07-01
INT_0154030,CUST_02062,PROD_0124,LED Bulb Pack,Electronics,view,2026-07-02
INT_0154031,CUST_02062,PROD_0002,Ladies Kaftan Gown,Fashion & Apparel,view,2026-07-02
INT_0154032,CUST_02062,PROD_0136,Laptop (Core i5),Electronics,view,2026-07-03
INT_0154033,CUST_02062,PROD_0121,Blender (4L),Electronics,view,2026-07-07
INT_0154034,CUST_02062,PROD_0183,Non-stick Cooking Pot Set,Home & Kitchen,view,2026-07-08
INT_0154035,CUST_02062,PROD_0129,43-inch LED TV,Electronics,view,2026-07-08
INT_0154036,CUST_02062,PROD_0214,Deodorant Roll-on,Beauty & Personal Care,view,2026-07-09
INT_0154037,CUST_02062,PROD_0006,Men's Casual Blazer,Fashion & Apparel,view,2026-07-10
INT_0154038,CUST_02062,PROD_0203,Braided Hair Extension,Beauty & Personal Care,view,2026-07-11
INT_0154039,CUST_02062,PROD_0176,Curtain Set,Home & Kitchen,view,2026-07-14
INT_0154040,CUST_02062,PROD_0069,Phone Charger (Type-C),Phones & Tablets,cart_add,2026-07-14
INT_0154041,CUST_02062,PROD_0258,Yoga Mat,Sports & Outdoors,view,2026-07-14
INT_0154042,CUST_02062,PROD_0068,Redmi Note 12,Phones & Tablets,view,2026-07-15
INT_0154043,CUST_02062,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,view,2026-07-18
INT_0154044,CUST_02062,PROD_0071,Bluetooth Headset,Phones & Tablets,view,2026-07-18
INT_0154045,CUST_02062,PROD_0173,Non-stick Cooking Pot Set,Home & Kitchen,view,2026-07-20
INT_0154046,CUST_02062,PROD_0262,Hiking Backpack,Sports & Outdoors,view,2026-07-20
INT_0154047,CUST_02062,PROD_0121,Blender (4L),Electronics,view,2026-07-21
INT_0154048,CUST_02062,PROD_0216,Skin Toner,Beauty & Personal Care,cart_add,2026-07-21
INT_0154049,CUST_02062,PROD_0154,Gaming Console,Electronics,cart_add,2026-07-21
INT_0154050,CUST_02062,PROD_0114,Phone Charger (Type-C),Phones & Tablets,cart_add,2026-07-21
INT_0154051,CUST_02062,PROD_0296,Garri (2kg),Groceries & Food,cart_add,2026-07-23
INT_0154052,CUST_02062,PROD_0067,iPhone 13,Phones & Tablets,view,2026-07-24
INT_0154053,CUST_02062,PROD_0067,iPhone 13,Phones & Tablets,view,2026-07-25
INT_0154054,CUST_02062,PROD_0073,Redmi Note 12,Phones & Tablets,view,2026-07-25
INT_0154055,CUST_02062,PROD_0121,Blender (4L),Electronics,wishlist,2026-07-26
INT_0154056,CUST_02062,PROD_0278,Kids' Bicycle,Baby & Kids,cart_add,2026-07-26
INT_0154057,CUST_02062,PROD_0004,Men's Slim Fit Jeans,Fashion & Apparel,view,2026-07-27
INT_0154058,CUST_02062,PROD_0004,Men's Slim Fit Jeans,Fashion & Apparel,view,2026-07-27
INT_0154059,CUST_02062,PROD_0140,Electric Iron,Electronics,view,2026-07-27
INT_0154060,CUST_02062,PROD_0212,Perfume (100ml),Beauty & Personal Care,view,2026-07-29
INT_0154061,CUST_02062,PROD_0121,Blender (4L),Electronics,view,2026-07-30
INT_0154062,CUST_02062,PROD_0266,Resistance Bands,Sports & Outdoors,view,2026-07-30
INT_0154063,CUST_02062,PROD_0129,43-inch LED TV,Electronics,view,2026-07-31
INT_0154064,CUST_02062,PROD_0072,Phone Screen Protector,Phones & Tablets,view,2026-07-31
INT_0154065,CUST_02062,PROD_0045,Women's Maxi Dress,Fashion & Apparel,wishlist,2026-08-01
INT_0154066,CUST_02062,PROD_0170,Rice Cooker,Home & Kitchen,cart_add,2026-08-04
INT_0154067,CUST_02062,PROD_0171,Sofa Set,Home & Kitchen,view,2026-08-06
INT_0154068,CUST_02062,PROD_0075,Redmi Note 12,Phones & Tablets,view,2026-08-08
INT_0154069,CUST_02062,PROD_0062,Kente Print Shirt,Fashion & Apparel,view,2026-08-09
INT_0154070,CUST_02062,PROD_0167,Bedsheet Set (Queen),Home & Kitchen,cart_add,2026-08-09
INT_0154071,CUST_02062,PROD_0002,Ladies Kaftan Gown,Fashion & Apparel,cart_add,2026-08-09
INT_0154072,CUST_02062,PROD_0067,iPhone 13,Phones & Tablets,view,2026-08-10
INT_0154073,CUST_02062,PROD_0080,Infinix Hot 30,Phones & Tablets,view,2026-08-11
INT_0154074,CUST_02062,PROD_0158,LED Bulb Pack,Electronics,view,2026-08-11
INT_0154075,CUST_02062,PROD_0032,Men's Formal Suit,Fashion & Apparel,view,2026-08-11
INT_0154076,CUST_02062,PROD_0031,Cotton Polo Shirt,Fashion & Apparel,view,2026-08-14
INT_0154077,CUST_02062,PROD_0133,Bluetooth Speaker,Electronics,view,2026-08-17
INT_0154078,CUST_02062,PROD_0293,A4 Printing Paper Ream,Books & Stationery,view,2026-08-18
INT_0154079,CUST_02062,PROD_0029,Women's Maxi Dress,Fashion & Apparel,view,2026-08-20
INT_0154080,CUST_02062,PROD_0270,Dumbbell Set,Sports & Outdoors,view,2026-08-21
INT_0154081,CUST_02062,PROD_0168,Rice Cooker,Home & Kitchen,view,2026-08-21
INT_0154082,CUST_02062,PROD_0242,Protein Powder,Health & Wellness,view,2026-08-23
INT_0154083,CUST_02062,PROD_0295,Canned Tuna,Groceries & Food,view,2026-08-25
INT_0154084,CUST_02062,PROD_0068,Redmi Note 12,Phones & Tablets,view,2026-08-25
INT_0154085,CUST_02062,PROD_0232,Bathroom Weighing Scale,Health & Wellness,view,2026-08-25
INT_0154086,CUST_02062,PROD_0004,Men's Slim Fit Jeans,Fashion & Apparel,view,2026-08-25
INT_0154087,CUST_02062,PROD_0021,Leather Sandals,Fashion & Apparel,view,2026-08-28
INT_0154088,CUST_02062,PROD_0245,Protein Powder,Health & Wellness,view,2026-08-29
INT_0154089,CUST_02062,PROD_0017,Men's Formal Suit,Fashion & Apparel,wishlist,2026-08-29
INT_0154090,CUST_02062,PROD_0130,Rechargeable Fan,Electronics,view,2026-08-30
INT_0154091,CUST_02062,PROD_0250,Herbal Tea Pack,Health & Wellness,view,2026-08-30
INT_0154092,CUST_02062,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,view,2026-08-31
INT_0154093,CUST_02062,PROD_0089,Samsung Galaxy A14,Phones & Tablets,view,2026-08-31
INT_0154094,CUST_02062,PROD_0272,Baby Carrier,Baby & Kids,view,2026-08-31
INT_0154095,CUST_02062,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,view,2026-09-03
INT_0154096,CUST_02063,PROD_0003,Cotton Polo Shirt,Fashion & Apparel,view,2025-03-31
INT_0154097,CUST_02063,PROD_0005,Men's Casual Blazer,Fashion & Apparel,view,2025-04-02
INT_0154098,CUST_02063,PROD_0068,Redmi Note 12,Phones & Tablets,view,2025-04-05
INT_0154099,CUST_02063,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2025-04-18
INT_0154100,CUST_02063,PROD_0235,Bathroom Weighing Scale,Health & Wellness,cart_add,2025-05-03
INT_0154101,CUST_02063,PROD_0067,iPhone 13,Phones & Tablets,cart_add,2025-06-17
INT_0154102,CUST_02063,PROD_0071,Bluetooth Headset,Phones & Tablets,wishlist,2025-06-23
INT_0154103,CUST_02063,PROD_0013,Ankara Print Dress,Fashion & Apparel,cart_add,2025-06-27
INT_0154104,CUST_02063,PROD_0173,Non-stick Cooking Pot Set,Home & Kitchen,view,2025-07-30
INT_0154105,CUST_02063,PROD_0134,Gaming Console,Electronics,view,2025-08-29
INT_0154106,CUST_02063,PROD_0013,Ankara Print Dress,Fashion & Apparel,view,2025-10-20
INT_0154107,CUST_02063,PROD_0072,Phone Screen Protector,Phones & Tablets,cart_add,2025-11-09
INT_0154108,CUST_02063,PROD_0287,Highlighter Set,Books & Stationery,view,2025-11-12
INT_0154109,CUST_02063,PROD_0111,Infinix Hot 30,Phones & Tablets,view,2025-11-12
INT_0154110,CUST_02063,PROD_0106,Samsung Galaxy Tab A8,Phones & Tablets,view,2025-12-13
INT_0154111,CUST_02063,PROD_0123,Electric Iron,Electronics,view,2025-12-23
INT_0154112,CUST_02063,PROD_0134,Gaming Console,Electronics,view,2025-12-27
INT_0154113,CUST_02063,PROD_0053,Traditional Smock (Fugu),Fashion & Apparel,view,2026-01-21
INT_0154114,CUST_02063,PROD_0092,Huawei MatePad,Phones & Tablets,view,2026-01-23
INT_0154115,CUST_02063,PROD_0126,Gaming Console,Electronics,view,2026-01-25
INT_0154116,CUST_02063,PROD_0254,Basketball,Sports & Outdoors,view,2026-02-01
INT_0154117,CUST_02063,PROD_0070,Phone Charger (Type-C),Phones & Tablets,view,2026-02-10
INT_0154118,CUST_02063,PROD_0104,Tecno Spark 10,Phones & Tablets,cart_add,2026-02-11
INT_0154119,CUST_02063,PROD_0002,Ladies Kaftan Gown,Fashion & Apparel,view,2026-02-14
INT_0154120,CUST_02063,PROD_0296,Garri (2kg),Groceries & Food,view,2026-02-20
INT_0154121,CUST_02063,PROD_0203,Braided Hair Extension,Beauty & Personal Care,wishlist,2026-03-09
INT_0154122,CUST_02063,PROD_0287,Highlighter Set,Books & Stationery,wishlist,2026-03-18
INT_0154123,CUST_02063,PROD_0257,Running Shoes,Sports & Outdoors,view,2026-03-21
INT_0154124,CUST_02063,PROD_0182,Curtain Set,Home & Kitchen,wishlist,2026-03-22
INT_0154125,CUST_02063,PROD_0286,Hardcover Notebook,Books & Stationery,view,2026-03-26
INT_0154126,CUST_02063,PROD_0117,Bluetooth Headset,Phones & Tablets,cart_add,2026-04-05
INT_0154127,CUST_02063,PROD_0076,Phone Charger (Type-C),Phones & Tablets,view,2026-04-10
INT_0154128,CUST_02063,PROD_0135,LED Bulb Pack,Electronics,view,2026-04-16
INT_0154129,CUST_02063,PROD_0244,Bathroom Weighing Scale,Health & Wellness,view,2026-04-17
INT_0154130,CUST_02063,PROD_0097,Phone Screen Protector,Phones & Tablets,cart_add,2026-04-18
INT_0154131,CUST_02063,PROD_0002,Ladies Kaftan Gown,Fashion & Apparel,view,2026-04-19
